_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,site_id,act_codes,access_id,site_name,site_label,site_address,site_description,hours_info,open_close_date,fee,public_transit,public_transit_description,url_public,site_manager,phone_site_manager,email_site_manager,accessibility_description,safety,use_limits,program_yn,program_name,program_description,program_url,program_contact,amenities_description,bike_path_accessible,restrooms,changing_station,food,drinking_water,walking_trails,equipment_rental,boat_launch_yn,parking,parking_descripton,wheelchair_access_restrooms,wheelchair_access_trails,swim_yn,fish_yn,hpbl_yn,mpbl_yn,boat_cleaning_requirements,site_name_photo_01,site_name_photo_02,site_name_photo_03,photo_credits,owner,owner_type,water_quality_monitoring,typology,lat,long,near_cso,cso_label
3769cb08-0dd5-496d-9115-d476a002ed1a,"Market St, Market St",2024-04-18 17:38:29 UTC,Sara Eichner,SRID=4326;POINT(-74.11701422 40.86044469),40.86044469,-74.11701422,562323,FISH,1115,Market St,,Market St,Walkway on bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86044469,-74.11701422,,
2b4f5fc6-8696-4e10-ad82-42ccd18b2fb9,"Union Ave, Union Ave",2024-04-18 17:38:29 UTC,Sara Eichner,SRID=4326;POINT(-74.12319144 40.84202387),40.84202387,-74.12319144,562248,FISH,1089,Union Ave,,Union Ave,Walkway on bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84202387,-74.12319144,,
9b979a78-591d-4a06-bf0f-65ef915733d2,"Passaic St & River Dr, Passaic St & River Dr",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.10995884 40.86426254),40.86426254,-74.10995884,561453,FISH,1118,Passaic St & River Dr,,Passaic St & River Dr,Walkway on bridge,,,,Y,Main/Bergen Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86426254,-74.10995884,,
2bca07bb-0440-48ac-a601-4d5f75f7418a,"Main Ave, Main Ave",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.12022704 40.85448348),40.85448348,-74.12022704,561383,FISH,1101,Main Ave,,Main Ave,Walkway on bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85448348,-74.12022704,,
4e25e68f-d885-4a00-ad67-55b643aaedf0,"Locust Ave & Main Ave, Locust Ave & Main Ave",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.11070758 40.85600893),40.85600893,-74.11070758,561094,FISH,1104,Locust Ave & Main Ave,,Locust Ave & Main Ave,Walkway over bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.85600893,-74.11070758,,
3dadc9d5-3969-47b6-ba61-56f89dcb8480,"Stuyvesant Cove Park, FDR Dr E 18th-25th Sts",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-73.9740926 40.73339034),40.73339034,-73.9740926,56,FISH,"5, 281, 742",Stuyvesant Cove Park,,FDR Dr E 18th-25th Sts,,,,,Y,M23/M9 Bus to Ave C/23rd st,www.dec.ny.gov/outdoor/8377.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City,,,Promenade,40.73339034,-73.9740926,,
e6f13a94-527f-4adc-91db-fc9d9f2a2546,"East Main St & Pemberton Ave, E Main St & Pemberton Ave",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.02866214 40.31373967),40.31373967,-74.02866214,547877,FISH,1400,East Main St & Pemberton Ave,,E Main St & Pemberton Ave,Bridge with sidewalk. See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31373967,-74.02866214,,
44b6f7a7-5308-4869-bef6-63db7e74d276,"Bridgewater Dr, Bridgewater Dr",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.02504502 40.31469563),40.31469563,-74.02504502,547615,FISH,1402,Bridgewater Dr,,Bridgewater Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31469563,-74.02504502,,
07cb1744-6d1b-463b-b5cc-6048dba536e0,"Itaska Pl, Itaska Pl",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.00042947 40.31596519),40.31596519,-74.00042947,547550,FISH,1405,Itaska Pl,,Itaska Pl,See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31596519,-74.00042947,,
45bccd46-9a15-407c-9725-b0a732c1015f,"Werah Pl & Smith St, Werah Pl & Seneca Pl",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-73.99776008 40.31891492),40.31891492,-73.99776008,547469,HPBL,1411,Werah Pl & Smith St,,Werah Pl & Seneca Pl,street parking,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,40.31891492,-73.99776008,0,
71b70f02-e83e-4fb7-8960-ce42ab420906,"Oceanport Landing, 417 River St, Oceanport, NJ 07757",2024-04-18 17:38:28 UTC,Sara Eichner,SRID=4326;POINT(-74.00218832 40.31446798),40.31446798,-74.00218832,547464,MPBL,738,Oceanport Landing,,"417 River St, Oceanport, NJ 07757",,,,,,,http://oceanportlanding.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.31446798,-74.00218832,,
67462ef4-cfde-44e9-a795-feff45c7cfc7,"Pleasure Bay Yacht Basin, 157 Comanche Dr # A, Oceanport, NJ 07757",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-73.99924161 40.32489029),40.32489029,-73.99924161,547229,MPBL,743,Pleasure Bay Yacht Basin,,"157 Comanche Dr # A, Oceanport, NJ 07757",,,,,,,www.pleasurebayyachtbasin.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Club,,,,40.32489029,-73.99924161,,
15b140fd-b4d2-42fa-8ef5-9a751e58ea4d,"Branchport Ave & Atlantic Ave, Branchport Ave & Atlantic Ave",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.00577937 40.31167964),40.31167964,-74.00577937,547210,FISH,1395,Branchport Ave & Atlantic Ave,,Branchport Ave & Atlantic Ave,Bridge with walkway. See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.31167964,-74.00577937,,
f3de701d-c4ce-4f4c-a7b9-7ddd3ae1d8a8,"Deal Ave & Milton Ave, Deal Ave & Milton Ave",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.01809249 40.31910842),40.31910842,-74.01809249,547133,FISH,1412,Deal Ave & Milton Ave,,Deal Ave & Milton Ave,See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31910842,-74.01809249,,
fb2a72a5-b8ea-4b1c-b73e-230095e880a3,"Dorean Dr, Dorean Dr",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.0067294 40.31120925),40.31120925,-74.0067294,547125,FISH,1394,Dorean Dr,,Dorean Dr,See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31120925,-74.0067294,,
0af3b3e1-964b-486a-b0ff-4498cc0bb729,"Hiawatha Ave, Hiawatha Ave",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.01004912 40.32267238),40.32267238,-74.01004912,547106,FISH,1419,Hiawatha Ave,,Hiawatha Ave,Small access to waterway on left side of vegetation wall,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32267238,-74.01004912,,
5c77afa8-3fab-48f5-b844-2b49353df43a,"Riverside Ave, Riverside Ave",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.02760023 40.31619298),40.31619298,-74.02760023,547084,FISH,1407,Riverside Ave,,Riverside Ave,See municipal for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31619298,-74.02760023,,
783a8c68-0a59-498a-9ffc-2e04fda734e1,"Marina at Oceanport, Oceanport Paddling Club, 10 Riverside Ave, Oceanport",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.03118636 40.31554751),40.31554751,-74.03118636,547078,"HPBL,MPBL","192, 739","Marina at Oceanport, Oceanport Paddling Club",,"10 Riverside Ave, Oceanport",Tours and rentals,,,,,,www.marinaatoceanport.com/,,,,,,Tours and rentals,Y,Oceanport Paddle Club,,oceanportpaddleclub.com,Oceanport Paddle Club,,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,Oceanport Paddle Club,,,,40.31554751,-74.03118636,0,
323a680f-4b0a-4d65-83cd-ebb9cf684726,"The Marina at Oceanport, 10 Riverside Ave, Oceanport, NJ 07757",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.03046129 40.31785288),40.31785288,-74.03046129,547075,MPBL,758,The Marina at Oceanport,,"10 Riverside Ave, Oceanport, NJ 07757",,Mon-Thu 11:30 AM-11:00 PM; Fri-Sat 11:30 AM-11:59 PM; Sun 10:00 AM-10:00 PM,,,,,www.marinaatoceanport.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.31785288,-74.03046129,,
cd693a07-fb8f-4020-b3ac-59972a7287d6,"Asbury Ave, Asbury Ave",2024-04-18 17:38:27 UTC,Sara Eichner,SRID=4326;POINT(-74.01800302 40.31777032),40.31777032,-74.01800302,546830,FISH,1409,Asbury Ave,,Asbury Ave,See municipal website for more details,,,,Y,North Jersey Coast Line,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.31777032,-74.01800302,,
89caf0dd-9283-4520-a7e2-9a0538a1917b,"Monmouth Blvd, Monmouth Blvd",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-73.99758059 40.32069299),40.32069299,-73.99758059,546773,FISH,1415,Monmouth Blvd,,Monmouth Blvd,Bridge with sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32069299,-73.99758059,,
d18b4f65-14d3-437d-9e87-4d8e02ec1bef,"Seawaneka Ave & Pocano Ave, Seawaneka Ave & Pocano Ave",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.00367756 40.33059728),40.33059728,-74.00367756,546660,FISH,1437,Seawaneka Ave & Pocano Ave,,Seawaneka Ave & Pocano Ave,"Gravel boat launch with benches, and trash receptacles",,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,40.33059728,-74.00367756,,
d33acb97-4993-464e-9d1f-52dfb366f457,"Shore Rd, Shore Rd",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.0148819 40.32411028),40.32411028,-74.0148819,546575,FISH,1425,Shore Rd,,Shore Rd,Small vegetative wall. See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32411028,-74.0148819,,
d1045388-2292-4cf4-9778-e47668731f2a,"Driveway, Drway",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.01866476 40.32324373),40.32324373,-74.01866476,546347,FISH,1423,Driveway,,Drway,Trash receptacles. See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32324373,-74.01866476,,
23f928ea-1ba9-4f80-b777-32fb8567ef06,"Pocano Ave & Comanche Dr, Pocano Ave & Comanche Dr",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.00022532 40.32957071),40.32957071,-74.00022532,546258,FISH,1435,Pocano Ave & Comanche Dr,,Pocano Ave & Comanche Dr,See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32957071,-74.00022532,,
0db1a5f7-fbbc-45fa-b08a-90ab30d577f7,"Shrewsbury Sailing & Yacht Club, 512 Seawaneka Ave, Oceanport, NJ 07757",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.00519074 40.32906987),40.32906987,-74.00519074,546174,MPBL,753,Shrewsbury Sailing & Yacht Club,,"512 Seawaneka Ave, Oceanport, NJ 07757",,,,,,,www.ssycsailnj.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Club,,,,40.32906987,-74.00519074,,
85e0882f-cdcf-4987-b2e8-80404490200a,"Mohawk Ave, Mohawk Ave",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.00987711 40.32314839),40.32314839,-74.00987711,546069,FISH,1422,Mohawk Ave,,Mohawk Ave,See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.32314839,-74.00987711,,
bfe13017-11ba-410f-a162-2f13b7d8984d,"W Front St, W Front St",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.21495725 40.43519833),40.43519833,-74.21495725,542911,FISH,1499,W Front St,,W Front St,Bridge with walkway. See municipal website for more details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43519833,-74.21495725,,
2e0f5018-fff3-4c40-8f92-c7e0841cb435,"Wagner's Twin Towers Marina, 483 Amboy Rd, Cliffwood Beach, NJ",2024-04-18 17:38:26 UTC,Sara Eichner,SRID=4326;POINT(-74.21608076 40.43548779),40.43548779,-74.21608076,542910,MPBL,763,Wagner's Twin Towers Marina,,"483 Amboy Rd, Cliffwood Beach, NJ",,Open Daily 7:00 AM-7:00 PM,,,,,http://wagnersmarina.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.43548779,-74.21608076,,
03e732d5-f472-46bc-a777-09be444fad4c,"Ave D & Harbor View Ave, Ave D & Harbor View Ave, Center Ave & Ave D",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.04561914 40.41783677),40.41783677,-74.04561914,542278,FISH,"14, 871, 488",Ave D & Harbor View Ave,,"Ave D & Harbor View Ave, Center Ave & Ave D",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.41783677,-74.04561914,,
d85d3225-5136-4af6-9c51-2907d01d6e80,"Beach & Seastreak Ferry Pier, Sandy Hook Beach, 325 Shore Dr, Highlands, NJ 07732",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.0362113 40.41816344),40.41816344,-74.0362113,542277,"MPBL,SWIM","48, 481, 748","Beach & Seastreak Ferry Pier, Sandy Hook Beach",,"325 Shore Dr, Highlands, NJ 07732",,,,,,,https://seastreak.com/sandbox-at-seastreak/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,"Beach, Marina",40.41816344,-74.0362113,0,
eb902783-58d4-47cf-8a2c-beb5d33274a3,"Atlantic Highlands Marina, 2 Simon Lake Dr, Atlantic Highlands, NJ 07716",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.02744801 40.41471616),40.41471616,-74.02744801,542201,HPBL,690,Atlantic Highlands Marina,,"2 Simon Lake Dr, Atlantic Highlands, NJ 07716",Sandy beach,,,Y,,,www.ahnj.com,Atlantic Highlands Harbor Commission,,"ahharbor@ahnj.com
",,"Watch for powerboats, esp. PWCs",$15 fee,,,,,,,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,"Boro of Atlantic Highlands
",Atlantic Highlands Harbor Commission,,,40.41471616,-74.02744801,0,
2236d035-6276-474b-b83e-7f3d8be91842,"Bayside Dr, Bayside Dr",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.01606949 40.41275721),40.41275721,-74.01606949,541903,FISH,1481,Bayside Dr,,Bayside Dr,Access to the Bayshore Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41275721,-74.01606949,,
147c171d-5263-4072-bf5a-2d8fec166bb2,"Sandy Hook Bay Marina, 1 Willow St, Highlands, NJ 07732",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.03903509 40.41062329),40.41062329,-74.03903509,541869,MPBL,749,Sandy Hook Bay Marina,,"1 Willow St, Highlands, NJ 07732",,,,,,,www.sandyhookbaymarina.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41062329,-74.03903509,,
5e4d92fa-828e-4b90-b610-c02d23d48207,"Sandy Hook, Gateway National Recreation Area, 1 Simon Lake Dr",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.0315 40.41593333),40.41593333,-74.0315,541247,FISH,1583,"Sandy Hook, Gateway National Recreation Area",,1 Simon Lake Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41593333,-74.0315,,
c188c0d4-0703-4b96-a713-fe1137f7b2b1,"Avenue A & Harbor View Ave, Ave A & Harbor View Ave",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.03966846 40.41710218),40.41710218,-74.03966846,540806,FISH,1485,Avenue A & Harbor View Ave,,Ave A & Harbor View Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41710218,-74.03966846,,
b0523df0-b302-4e22-88a9-8faa683780cc,"Shrewsbury River Yacht Club, 925 River Rd, Fair Haven, NJ 07704",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.0296009 40.36815442),40.36815442,-74.0296009,540260,MPBL,752,Shrewsbury River Yacht Club,,"925 River Rd, Fair Haven, NJ 07704",,,,,,,https://sryc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Club,,,,40.36815442,-74.0296009,,
f59a9dcd-1962-4212-8fc7-153e561715f1,"Fair Haven Pier, Fair Haven Rd & Fairwaters Lane",2024-04-18 17:38:25 UTC,Sara Eichner,SRID=4326;POINT(-74.03846192 40.36745041),40.36745041,-74.03846192,540232,"FISH,MPBL",1447,Fair Haven Pier,,Fair Haven Rd & Fairwaters Lane,"Fair Haven Dock; benches, trash/recycling cans",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.36745041,-74.03846192,,
f9d89cc3-2da8-450f-9693-59006eb9217e,"Fair Haven Municipal Ramp, 100-130 Battin Rd & Holly Ln, Fair Haven",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.04162606 40.36623707),40.36623707,-74.04162606,540024,"FISH,HPBL","7, 061, 386",Fair Haven Municipal Ramp,,"100-130 Battin Rd & Holly Ln, Fair Haven",Fair Haven Municipal Boat Ramp; permit required to launch,,,,,,www.fairhavennj.org/parks-and-recreation,,,,,,Free access,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,NJ Local Government,,,,40.36623707,-74.04162606,0,
178bdb8a-405e-4cb0-b5bd-f10724c1264b,"Grange Ave & Cooney Terrace, Grange Ave & Cooney Terrace",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.05289572 40.36340115),40.36340115,-74.05289572,539720,FISH,1379,Grange Ave & Cooney Terrace,,Grange Ave & Cooney Terrace,"benches, trash cans",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.36340115,-74.05289572,,
6062b2c5-2d42-4865-bf99-0ea2882b3e8e,"Fair Haven Yacht Works, 75 De Normandie Ave, Fair Haven, NJ 07704",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.03738326 40.36749819),40.36749819,-74.03738326,539516,MPBL,707,Fair Haven Yacht Works,,"75 De Normandie Ave, Fair Haven, NJ 07704",,,,,,,http://fairhavenyachtworks.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.36749819,-74.03738326,,
28c9596f-d2f5-40f5-95bf-0eed2a966425,"Hance Rd & Cooney Terrace, Hance Rd & Cooney Terrace",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.0516026 40.36504938),40.36504938,-74.0516026,539134,FISH,1382,Hance Rd & Cooney Terrace,,Hance Rd & Cooney Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.36504938,-74.0516026,,
f4fe8b69-ab76-4a81-940c-81aa81253975,"Lentze Marina, Inc, 75 First St, Keansburg, NJ 07734",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.14516949 40.44756549),40.44756549,-74.14516949,538123,MPBL,721,"Lentze Marina, Inc",,"75 First St, Keansburg, NJ 07734",,,,,,,www.lentzemarina.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.44756549,-74.14516949,,
594fdfab-55a2-46f0-800d-51585809b725,"Baker's Marina On The Bay, 1 Marina Bay Ct, Highlands, NJ 07732",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-73.98932211 40.40614069),40.40614069,-73.98932211,537414,MPBL,692,Baker's Marina On The Bay,,"1 Marina Bay Ct, Highlands, NJ 07732",,,,,,,www.bakersmarinaonthebay.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.40614069,-73.98932211,,
195deeb9-3bcc-4e22-830f-6ab039ab8b8f,"Sandy Hook Bay Marina, 1 Willow St",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-74.00076278 40.40956825),40.40956825,-74.00076278,537178,FISH,1581,Sandy Hook Bay Marina,,1 Willow St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.40956825,-74.00076278,,
af77c747-3018-4820-b0e4-260e0405300f,"Captain's Cove Marina, 2 Washington Ave, Highlands, NJ 07732",2024-04-18 17:38:24 UTC,Sara Eichner,SRID=4326;POINT(-73.99168536 40.40588035),40.40588035,-73.99168536,536935,MPBL,698,Captain's Cove Marina,,"2 Washington Ave, Highlands, NJ 07732",,,,,,,www.captainscovehighlands.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.40588035,-73.99168536,,
7f3f22ac-189d-4436-b892-7caa69a6c23c,"Sea Venture Marina, 62 5th St, Highlands, NJ 07732",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98771149 40.40429582),40.40429582,-73.98771149,536788,MPBL,751,Sea Venture Marina,,"62 5th St, Highlands, NJ 07732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.40429582,-73.98771149,,
92668c0b-2303-414a-834a-6499db0d93b8,"5th St & Cedar St, 5th St & Cedar St",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98812415 40.40455586),40.40455586,-73.98812415,536486,FISH,1477,5th St & Cedar St,,5th St & Cedar St,Bulkhead,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.40455586,-73.98812415,,
93f26125-a122-4799-a0b6-a602c0149735,"Valley St & 5th St, Valley St & 5th St",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98565692 40.40342065),40.40342065,-73.98565692,536419,FISH,1476,Valley St & 5th St,,Valley St & 5th St,Kayak launch,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.40342065,-73.98565692,,
4cd63e48-48c5-4120-8bc1-f00130fef99e,"Cornwell St & Shrewsbury Ave, Cornwell St & Shrewsbury Ave",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98385798 40.40294545),40.40294545,-73.98385798,536184,FISH,1474,Cornwell St & Shrewsbury Ave,,Cornwell St & Shrewsbury Ave,"Restaurant adjacent, benches, potential motorized launch",,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,40.40294545,-73.98385798,,
40b857d3-794c-4cea-9606-8f0267ba8797,"Twin Lights Marina, 52 Shrewsbury Ave, Highlands, NJ 07732",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98323797 40.40212668),40.40212668,-73.98323797,536133,"FISH,MPBL","7, 591, 567",Twin Lights Marina,,"52 Shrewsbury Ave, Highlands, NJ 07732",,Open Daily 12:00 AM-11:59 PM,,,,,www.twinlightsmarina.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.40212668,-73.98323797,,
2254e3d4-46a5-4937-9258-f4d04edae92b,"Moby's Lobster Deck & Marina, 2 Bay Ave, Highlands, NJ 07732",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98094754 40.39652777),40.39652777,-73.98094754,535897,MPBL,729,Moby's Lobster Deck & Marina,,"2 Bay Ave, Highlands, NJ 07732",,,,,,,http://mobyslobsterdeck.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dock and Dine Resturant,,,,40.39652777,-73.98094754,,
9e17c30f-369e-457d-909a-5fca9b184e20,"Bahrs Landing Seafood Restaurant & Marina, 2 Bay Ave, Highlands, NJ 07732",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98112755 40.39733319),40.39733319,-73.98112755,535868,MPBL,691,Bahrs Landing Seafood Restaurant & Marina,,"2 Bay Ave, Highlands, NJ 07732",,,,,,,http://bahrslandingnj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dock and Dine Resturant,,,,40.39733319,-73.98112755,,
0189e070-e3c7-4abf-bfc8-3b3a8231a839,Schupps Landing,2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98101448 40.39800588),40.39800588,-73.98101448,535370,MPBL,486,Schupps Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.39800588,-73.98101448,,
aa4420d7-7ca3-4000-a628-f6ab98353c6b,"Gateway Marina, 34 Bay Ave, Highlands, NJ 07732",2024-04-18 17:38:23 UTC,Sara Eichner,SRID=4326;POINT(-73.98186857 40.39819191),40.39819191,-73.98186857,534902,"FISH,MPBL","7, 091, 572",Gateway Marina,,"34 Bay Ave, Highlands, NJ 07732",,,,,,,www.gatewaymarineinc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.39819191,-73.98186857,,
723c3e8f-7949-4bba-9a45-75c5adbc87eb,"Beachway Ave & Pinewood Pl, Beachway Ave & Pinewood Pl",2024-04-18 17:38:22 UTC,Sara Eichner,SRID=4326;POINT(-74.13956522 40.45271061),40.45271061,-74.13956522,532545,FISH,1562,Beachway Ave & Pinewood Pl,,Beachway Ave & Pinewood Pl,"Waterfront walkway, amusement park, water park",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,40.45271061,-74.13956522,,
2d2b3b70-eb21-49d7-b84f-1fe03f71d172,"Point Comfort Marina, 61 N Park Ave, Keansburg, NJ 07734",2024-04-18 17:38:22 UTC,Sara Eichner,SRID=4326;POINT(-74.13506595 40.45499501),40.45499501,-74.13506595,531980,MPBL,744,Point Comfort Marina,,"61 N Park Ave, Keansburg, NJ 07734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,,40.45499501,-74.13506595,,
